id,raw_news_id,title,url,content,source,category,published_at,content_length,status,created_at,updated_at,summary,summary_model,summary_status,summary_created_at,summary_updated_at
61,31,한동훈 ‘김승원 녹취’ 공개…한성숙 “수사자료 유출 경위 확인 지시” - hani.co.kr,https://news.google.com/rss/articles/CBMidEFVX3lxTE5EU1dzZUhQWGpZOVRpdHprVG1XSjhWTDl4TTNraGJhTmNtdUNSbTdpc0pHMWRUOEVKUmhjMDY4WU1uYWtxcTFQamRGZVBCcHN4UXVwQWEteVlEMzRHem1MMDRHWGZnMVJwcG9nYk5oUWpoUThm?oc=5,"한동훈 ‘김승원 녹취’ 공개…한성숙 “수사자료 유출 경위 확인 지시” hani.co.kr 18억 사기에 허덕이던 제넨셀, 김승원 전화 한 통이 살렸다 v.daum.net 與 “녹취 폭로, 檢수사기록 불법 유출” 野 “민심과 먼 ‘명심’ 개각” 동아일보 한동훈, 녹취록서 ‘양씨 윤석열 캠프 임명장’ ‘원희룡 인맥’ 왜 안 밝혔나 주간경향 김 후보자와 브로커는 왜 영장판사를 만나려 했을까 법률신문",주요 뉴스 - Google 뉴스,기타,2026-09-09T12:42:00+00:00,221,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
62,32,"李대통령 ""제 임기는 헌법상 제한…野 '연임 개헌' 주장에 대응 - 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5Cb040dHhQa3NwUlJNWWpkVmNuRkpWS3dyLWQwX1ZGTlN5bUFPYU5TSllXMks4ZnNWMmZuZ0RtdDh4WDJYb1E2NWdXcmdXR2o2NXZHN3R6R2w4Zw?oc=5,"李대통령 ""제 임기는 헌법상 제한…野 '연임 개헌' 주장에 대응 한국경제 [속보] 이 대통령 “제 임기, 헌법상 명확하게 제한돼 있어”···연임 개헌에 첫 입장 경향신문 李대통령, 佛 순방 마치고 내치 복귀…개각·대미투자·파병 현안 산적 뉴스1 이재명 대통령 ""제 임기는 헌법상 명확하게 제한돼"" MBC 뉴스 이 대통령 ""너무 과하게 상황 이끌어가다 보면‥반혁명 맞이할 수도 있어"" v.daum.net",주요 뉴스 - Google 뉴스,기타,2026-09-09T14:05:42+00:00,224,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
63,33,"정부 “한·프 공조, 파병 논의 아니다” - 경향신문",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5rQ0k1ZTE3ZVVmRzg0SDctOG1NSXlrY0tvLWNTeGRaQjhQR3BjWXlwSXlnbGpqTnJ2RWlTVkZMMWFxU2V0SVRmaTVnU01QdG1YUkk4Zlp3Yks0d9IBX0FVX3lxTE1TUUs1ck9UNDlUcUswd2NTcGRJSjJtdU9KcnRmeXUzaWRWVlFiOWNyaWt0WVUyalpJWm1uUUZNUkFGWi16b0VUNEpyNG9JTU1IRnF0NGJPQUlyQUk5ZnN3?oc=5,"정부 “한·프 공조, 파병 논의 아니다” 경향신문 미국은 ‘11월’ 원한다는데…한국은 당장 못 움직인다 JTBC [단독]美주도 연합에 ‘호르무즈 파병’ 우선 검토 v.daum.net “‘불법 전쟁’ 돕는다면, 한국군은 분쟁 지역에 떨어지는 것”···테헤란대 교수의 ‘호르무즈 파병’ 경고 경향신문 601개 시민단체 ""호르무즈 파병 안돼"" - 머니투데이 머니투데이",주요 뉴스 - Google 뉴스,기타,2026-09-09T12:26:00+00:00,202,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
64,34,미·이란 선박 타격전 속 이라크 영해서 유조선 피격 - MBC 뉴스,https://news.google.com/rss/articles/CBMidEFVX3lxTE5YeTZXeV9YaGU1bzlHQWZJVlhZbkpjRXZjS2R5blZHaC1TbHN2Q3JnUzJPQVJVSFlPRWFRa3YtcVlwRjI3Q3FpdEJzZHROT2NfZUZSQzR3WXJnNWVqMFI0MF9hZkc1X2lMMXZaOEY5U0ZNRkxH0gF0QVVfeXFMTzhRV1hzRTVURXhmYW1aY1A5dzMyUUowMmNjSTZoUk9BZFE3UGNmd1Z6TGZ2LThWejFLajZBZ1otLW1SSXE1SjZfRWw3SVJYRmlBWmJjdDFGXzNuWURKVVEzbjdUVC16U2hBRENJT1ZZZXY5SFc?oc=5,"미·이란 선박 타격전 속 이라크 영해서 유조선 피격 MBC 뉴스 이란 혁명수비대 ""새로운 해상 통제구역 아라비아해 일부까지""(종합) v.daum.net 미국의 첨단 무인 잠수정, 이란혁명수비대 손에 넘어갔다 조선일보 美·이란 선박 타격전 속 이라크 영해서 유조선 피격 연합뉴스 잠수정 나포에 유조선 파괴 ‘맞불’…홍해서도 ‘전면전’ KBS 뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-09T15:12:37+00:00,192,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
65,35,"""국고 빌붙는 정당""에 발끈?...용혜인은 침묵 - YTN",https://news.google.com/rss/articles/CBMiXkFVX3lxTFBUYVNiT1FSQndrNU04YU85SzVqX2hrbzIxSzFwazJaVlllRFV1R3FfalhOa1BzbExaSDlYanJ4TDhWd3BSVGxBd2huNGRlNVdVelN6MWVwZzdRUzZpdWc?oc=5,"""국고 빌붙는 정당""에 발끈?...용혜인은 침묵 YTN [점선면] 🔥성평등부는 우습지 않다 경향신문 ‘김生용死’ 나선 與… “용혜인 사퇴 안하면 의원직 유지도 위험” v.daum.net '용혜인 사태'의 공범자들[MT시평/채진원] - 머니투데이 머니투데이 용혜인 ‘남편 급여·공항 귀빈실’ 영등포서 배당 KBS 뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-09T13:47:00+00:00,176,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
66,36,실종자 가족 “국가가 국민 버렸다”…구호대 수색 성과 없어 - KBS 뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBrd0Z0TnBDRGZxeG45TFNWWlJWUXI2WDRjSWxxc2FkaUNQdHI4S2hhOVdjeWNBbFdTbzJ3YlRoLTVuck45RW9OMV92dWJ2YXQ3TmRoZDlHSWFkdDg?oc=5,"실종자 가족 “국가가 국민 버렸다”…구호대 수색 성과 없어 KBS 뉴스 [속보] 권혁빈, 배우자에 이혼 재산분할 2조원 넘어…역대 최대 경신 v.daum.net 실종자 가족 “국가가 국민 버렸다”…구호대 수색 성과없어 KBS 뉴스 한국인 9명 못 찾았는데…네팔 ""수색에서 재건으로"" JTBC 네팔 해외긴급구호대 금요일 귀국‥""수색활동 지속 위한 2진 파견 추진"" MBC 뉴스",주요 뉴스 - Google 뉴스,기타,2026-09-09T10:01:00+00:00,209,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
67,37,"특검, '매관매직' 김건희 2심 징역 7년 구형‥金 눈물로 무죄 주장 - MBC 뉴스",https://news.google.com/rss/articles/CBMid0FVX3lxTFBpU2ljbkpiMGQyQVlpNHNvMG1vU1N2ZVJjeDVDRlFwQndKZndGbFhqZFZneC1URHBvN2dyWXkyT0JjeXhXNGQyY1pVcDZQTWpnQlh5T2RJbFRadXdZNzRNek16V1N0T0MwR0JWSUQtX01rSTE2N0w00gF3QVVfeXFMUEtlRFZsMFdhOG9GNDBXLXhVRlhfVWphQ0VJSlFPbWp5X2l6bzMxbnNSQVJIX2lUR09TRHdTTlc0Y3BIbExOaDZhcnRfaFF4a19XNWFUQVhWRm1ZN2FId3BVQ1p4WjY1LXk5ZnpWb295cjJZcWJ6VDQ?oc=5,"특검, '매관매직' 김건희 2심 징역 7년 구형‥金 눈물로 무죄 주장 MBC 뉴스 김건희, 눈물의 최후진술…“남편 때문에 재산·명예 잃었다” v.daum.net 김건희 매관매직 혐의 항소심도 징역7년 구형 동아일보 ""남편 대통령 되고 다 잃어"" 김건희, 10분간 최후진술 JTBC 김건희 “나라 위해 가진 것 더 내놔…돈 받고 공직 판 적 없어” hani.co.kr",주요 뉴스 - Google 뉴스,기타,2026-09-09T08:43:53+00:00,204,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
68,38,내일부터 '가을' 날씨…아침 기온 '11도'로 '뚝' - 한국경제,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9UWHV5QTNpelV1T3VFSmhua0NIYUtmYzBmLWpVd2FJZUlxenQ5MU94dVhEZU93cW5LcGs1VFFWa1I5V1VNRlJ5MzRGbWEtZWpYbmFFcTRLVHRoQQ?oc=5,"내일부터 '가을' 날씨…아침 기온 '11도'로 '뚝' 한국경제 [날씨] 깊어 가는 가을…내일 '서울 26도' 낮 더위 물러가 v.daum.net 일교차 큰 하루…남부지방 강풍 주의 KBS 뉴스 전국 대체로 맑고 선선…동해안에 빗방울 경향신문 [오늘의 날씨] “외투 챙기세요”… 성큼 찾아온 초가을, 아침에 큰 일교차 서울경제",주요 뉴스 - Google 뉴스,기타,2026-09-09T06:56:35+00:00,181,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
69,39,부산 예인선 전복사고 실종자 1명 시신 7일 만에 발견 - MBC 뉴스,https://news.google.com/rss/articles/CBMid0FVX3lxTFAwWHVVcHl6ZFZnSnFBVFpFNkFIakV1NUduQ1BRSkk4c1ZxQW5GVWtsR25GRk9sRWdtVEJpcC1PSnNtQzZhaU94bU1saXY4U09VeTZ5SmFtaEswMlJBUy1xc1JHaEVjWGFUOFZyYjBPOFNOMzI0aWQw0gF3QVVfeXFMTmx1elpZUGthaU14MVBaM1lFa2NSN3hESHBsVWQ5bnhWU2RRRlVtVnNYT1EyZUdWX2NEMHdYM29WVzRUdTR5OGZrUW0yVGtoSm9NTzN0a0RNZmN1Y3RDTjRMMUo5UFlKNmlmUzNQaklTZ24zQkVqQ00?oc=5,"부산 예인선 전복사고 실종자 1명 시신 7일 만에 발견 MBC 뉴스 부산 예인선 전복 실종자, 100㎞ 떨어진 포항서 숨진 채 발견(종합2보) v.daum.net 부산 침몰 예인선 실종 선원, 어쩌다 포항 해변까지…""해류에 떠밀려"" 뉴스1 ""100㎞ 떠내려왔다""…부산 침몰 예인선 '2등 기관사', 포항 도구해수욕장서 주검으로(종합) 파이낸셜뉴스 [속보]부산 예인선 침몰사고 실종자 1명 시신 포항 해변에서 발견 경향신문",주요 뉴스 - Google 뉴스,기타,2026-09-09T13:36:06+00:00,235,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
70,40,"한-프랑스 정상회담 결과, 국민께 보고드립니다 - 전체 | 카드/한컷 | 멀티미디어 - 정책브리핑",https://news.google.com/rss/articles/CBMibkFVX3lxTFAzWG8tLWdYRG9weUZTbFh5cXNyczk2eDBRc3RrMjBMTWdXMVBJME11d1JyamxEYWtuLUo5VHVFNF9JaWRlbXNOMzNHQnROckNfMnJWcjZrTGhDOWhqTDd6a29VS3hSalJPWWpOeFZ3?oc=5,"한-프랑스 정상회담 결과, 국민께 보고드립니다 - 전체 | 카드/한컷 | 멀티미디어 정책브리핑 韓佛 문화·콘텐츠 미래 활로… 기술·안보동맹 새지평 열다 - 머니투데이 머니투데이 대한민국과 프랑스 기업이 함께 갈 길을 찾았습니다 대한민국 청와대 이 대통령, 프랑스 하원의장 면담…""한·프, 새로운 140년 열어가길"" v.daum.net 이 대통령, 동포 오찬 간담회 인사말 뉴시스",주요 뉴스 - Google 뉴스,기타,2026-09-09T07:33:01+00:00,211,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
71,41,iPhone Duo,https://www.apple.com/iphone-duo/,iPhone Duo,https://news.ycombinator.com/news,기타,,10,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
72,42,AirPods 5,https://www.apple.com/newsroom/2026/09/apple-introduces-airpods-5-with-best-in-class-open-ear-active-noise-cancellation/,AirPods 5,https://news.ycombinator.com/news,기타,,9,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
73,43,Shopify acquires Tailwind,https://tailwindcss.com/blog/tailwind-is-joining-shopify,Shopify acquires Tailwind,https://news.ycombinator.com/news,기타,,25,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
74,44,What do Visa and Mastercard do? An intro to card networks,https://tautology.town/2026/06/01/card-networks.html,What do Visa and Mastercard do? An intro to card networks,https://news.ycombinator.com/news,기타,,57,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
75,45,iPhone 18 Pro and iPhone 18 Pro Max,https://www.apple.com/newsroom/2026/09/apple-debuts-iphone-18-pro-and-iphone-18-pro-max/,iPhone 18 Pro and iPhone 18 Pro Max,https://news.ycombinator.com/news,기타,,35,cleaned,2026-09-09T20:58:55,2026-09-09T20:58:55,,,,,
